"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","workerId","interview_date","handedness","version","difficulty","max_strikes","max_streaks","index","deck_contingencies","streak","strike","key_press","reward_type","reversal_type","reward_tally","rating_random","rating_sabotage"
"239","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","330","214943","0.0-9.0-2.103","333","02/20/2024","","sabotage","easy-hard","2","9","104","[0.4,0.8,0.2]","0","2","51","","false","6350","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","331","215444","0.0-9.0-0.104","","","","","","","","","","","","","","","","",""
"268","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","332","215715","0.0-9.0-1.104","","","","","","","","","","","","","","","","",""
"268","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","333","216719","0.0-9.0-2.104","333","02/20/2024","","sabotage","easy-hard","2","9","105","[0.4,0.8,0.2]","0","0","51","","false","6300","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","334","217220","0.0-9.0-0.105","","","","","","","","","","","","","","","","",""
"192","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","335","217415","0.0-9.0-1.105","","","","","","","","","","","","","","","","",""
"192","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","336","218418","0.0-9.0-2.105","333","02/20/2024","","sabotage","easy-hard","2","9","106","[0.4,0.8,0.2]","0","1","51","","false","6400","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","337","218920","0.0-9.0-0.106","","","","","","","","","","","","","","","","",""
"227","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","338","219149","0.0-9.0-1.106","","","","","","","","","","","","","","","","",""
"227","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","339","220153","0.0-9.0-2.106","333","02/20/2024","","sabotage","easy-hard","2","9","107","[0.4,0.8,0.2]","0","2","51","","false","6350","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","340","220654","0.0-9.0-0.107","","","","","","","","","","","","","","","","",""
"220","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","341","220876","0.0-9.0-1.107","","","","","","","","","","","","","","","","",""
"220","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","342","221880","0.0-9.0-2.107","333","02/20/2024","","sabotage","easy-hard","2","9","108","[0.4,0.8,0.2]","0","0","50","","false","6450","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","343","222382","0.0-9.0-0.108","","","","","","","","","","","","","","","","",""
"343","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","344","222728","0.0-9.0-1.108","","","","","","","","","","","","","","","","",""
"343","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","345","223731","0.0-9.0-2.108","333","02/20/2024","","sabotage","easy-hard","2","9","109","[0.4,0.8,0.2]","0","1","50","","false","6400","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","346","224233","0.0-9.0-0.109","","","","","","","","","","","","","","","","",""
"184","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","347","224419","0.0-9.0-1.109","","","","","","","","","","","","","","","","",""
"184","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","348","225423","0.0-9.0-2.109","333","02/20/2024","","sabotage","easy-hard","2","9","110","[0.4,0.8,0.2]","1","1","49","","false","6500","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","349","225924","0.0-9.0-0.110","","","","","","","","","","","","","","","","",""
"308","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","350","226234","0.0-9.0-1.110","","","","","","","","","","","","","","","","",""
"308","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","351","227238","0.0-9.0-2.110","333","02/20/2024","","sabotage","easy-hard","2","9","111","[0.4,0.8,0.2]","2","1","49","","false","6600","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","352","227739","0.0-9.0-0.111","","","","","","","","","","","","","","","","",""
"283","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","353","228025","0.0-9.0-1.111","","","","","","","","","","","","","","","","",""
"283","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","354","229028","0.0-9.0-2.111","333","02/20/2024","","sabotage","easy-hard","2","9","112","[0.4,0.8,0.2]","3","1","49","","false","6700","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","355","229529","0.0-9.0-0.112","","","","","","","","","","","","","","","","",""
"247","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","356","229778","0.0-9.0-1.112","","","","","","","","","","","","","","","","",""
"247","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","357","230782","0.0-9.0-2.112","333","02/20/2024","","sabotage","easy-hard","2","9","113","[0.4,0.8,0.2]","4","1","49","","false","6800","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","358","231284","0.0-9.0-0.113","","","","","","","","","","","","","","","","",""
"279","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","359","231565","0.0-9.0-1.113","","","","","","","","","","","","","","","","",""
"279","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","360","232569","0.0-9.0-2.113","333","02/20/2024","","sabotage","easy-hard","2","9","114","[0.4,0.8,0.2]","5","1","49","","false","6750","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","361","233071","0.0-9.0-0.114","","","","","","","","","","","","","","","","",""
"206","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","362","233279","0.0-9.0-1.114","","","","","","","","","","","","","","","","",""
"206","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","363","234283","0.0-9.0-2.114","333","02/20/2024","","sabotage","easy-hard","2","9","115","[0.4,0.8,0.2]","5","2","50","","false","6700","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","364","234784","0.0-9.0-0.115","","","","","","","","","","","","","","","","",""
"331","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","365","235117","0.0-9.0-1.115","","","","","","","","","","","","","","","","",""
"331","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","366","236121","0.0-9.0-2.115","333","02/20/2024","","sabotage","easy-hard","2","9","116","[0.4,0.8,0.2]","0","0","51","","false","6650","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","367","236623","0.0-9.0-0.116","","","","","","","","","","","","","","","","",""
"247","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","368","236872","0.0-9.0-1.116","","","","","","","","","","","","","","","","",""
"247","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","369","237874","0.0-9.0-2.116","333","02/20/2024","","sabotage","easy-hard","2","9","117","[0.4,0.8,0.2]","1","0","49","","false","6750","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","370","238376","0.0-9.0-0.117","","","","","","","","","","","","","","","","",""
"262","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","371","238640","0.0-9.0-1.117","","","","","","","","","","","","","","","","",""
"262","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","372","239644","0.0-9.0-2.117","333","02/20/2024","","sabotage","easy-hard","2","9","118","[0.4,0.8,0.2]","2","0","49","","false","6700","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","373","240145","0.0-9.0-0.118","","","","","","","","","","","","","","","","",""
"226","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","374","240374","0.0-9.0-1.118","","","","","","","","","","","","","","","","",""
"226","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","375","241380","0.0-9.0-2.118","333","02/20/2024","","sabotage","easy-hard","2","9","119","[0.4,0.8,0.2]","2","1","50","","false","6650","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","376","241882","0.0-9.0-0.119","","","","","","","","","","","","","","","","",""
"190","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","377","242074","0.0-9.0-1.119","","","","","","","","","","","","","","","","",""
"190","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","378","243077","0.0-9.0-2.119","333","02/20/2024","","sabotage","easy-hard","2","9","120","[0.4,0.8,0.2]","2","2","51","","false","6750","",""
"635","You are 75% done with the experiment. Please press the (0) key to proceed.","0","html-keyboard-response","379","243713","0.0-9.0-3.119-0.119","","","","","","","","","","","","","","","","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","380","244215","0.0-9.0-0.120","","","","","","","","","","","","","","","","",""
"481","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","381","244699","0.0-9.0-1.120","","","","","","","","","","","","","","","","",""
"481","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","382","245702","0.0-9.0-2.120","333","02/20/2024","","sabotage","easy-hard","2","9","121","[0.4,0.8,0.2]","1","0","50","","true","6850","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","383","246204","0.0-9.0-0.121","","","","","","","","","","","","","","","","",""
"315","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","384","246522","0.0-9.0-1.121","","","","","","","","","","","","","","","","",""
"315","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","385","247526","0.0-9.0-2.121","333","02/20/2024","","sabotage","easy-hard","2","9","122","[0.4,0.8,0.2]","2","0","50","","false","6950","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","386","248028","0.0-9.0-0.122","","","","","","","","","","","","","","","","",""
"275","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","387","248305","0.0-9.0-1.122","","","","","","","","","","","","","","","","",""
"275","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","388","249309","0.0-9.0-2.122","333","02/20/2024","","sabotage","easy-hard","2","9","123","[0.4,0.8,0.2]","3","0","50","","false","7050","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","389","249810","0.0-9.0-0.123","","","","","","","","","","","","","","","","",""
"274","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","390","250087","0.0-9.0-1.123","","","","","","","","","","","","","","","","",""
"274","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","391","251090","0.0-9.0-2.123","333","02/20/2024","","sabotage","easy-hard","2","9","124","[0.4,0.8,0.2]","4","0","50","","false","7150","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","392","251592","0.0-9.0-0.124","","","","","","","","","","","","","","","","",""
"244","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","393","251840","0.0-9.0-1.124","","","","","","","","","","","","","","","","",""
"244","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","394","252843","0.0-9.0-2.124","333","02/20/2024","","sabotage","easy-hard","2","9","125","[0.4,0.8,0.2]","5","0","50","","false","7250","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","395","253345","0.0-9.0-0.125","","","","","","","","","","","","","","","","",""
"274","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","396","253621","0.0-9.0-1.125","","","","","","","","","","","","","","","","",""
"274","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","397","254625","0.0-9.0-2.125","333","02/20/2024","","sabotage","easy-hard","2","9","126","[0.4,0.8,0.2]","6","0","50","","false","7350","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","398","255126","0.0-9.0-0.126","","","","","","","","","","","","","","","","",""
"282","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","399","255411","0.0-9.0-1.126","","","","","","","","","","","","","","","","",""
"282","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","400","256414","0.0-9.0-2.126","333","02/20/2024","","sabotage","easy-hard","2","9","127","[0.4,0.8,0.2]","7","0","50","","false","7450","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","401","256916","0.0-9.0-0.127","","","","","","","","","","","","","","","","",""
"236","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","402","257154","0.0-9.0-1.127","","","","","","","","","","","","","","","","",""
"236","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","403","258158","0.0-9.0-2.127","333","02/20/2024","","sabotage","easy-hard","2","9","128","[0.4,0.8,0.2]","8","0","50","","false","7550","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","404","258660","0.0-9.0-0.128","","","","","","","","","","","","","","","","",""
"172","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","405","258834","0.0-9.0-1.128","","","","","","","","","","","","","","","","",""
"172","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","406","259840","0.0-9.0-2.128","333","02/20/2024","","sabotage","easy-hard","2","9","129","[0.4,0.8,0.2]","0","0","50","","false","7500","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","407","260341","0.0-9.0-0.129","","","","","","","","","","","","","","","","",""
"256","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","408","260600","0.0-9.0-1.129","","","","","","","","","","","","","","","","",""
"256","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","409","261604","0.0-9.0-2.129","333","02/20/2024","","sabotage","easy-hard","2","9","130","[0.4,0.8,0.2]","1","0","51","","false","7600","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","410","262107","0.0-9.0-0.130","","","","","","","","","","","","","","","","",""
"302","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","411","262412","0.0-9.0-1.130","","","","","","","","","","","","","","","","",""
"302","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","412","263416","0.0-9.0-2.130","333","02/20/2024","","sabotage","easy-hard","2","9","131","[0.4,0.8,0.2]","1","1","49","","false","7550","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","413","263918","0.0-9.0-0.131","","","","","","","","","","","","","","","","",""
"244","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","414","264164","0.0-9.0-1.131","","","","","","","","","","","","","","","","",""
"244","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","415","265167","0.0-9.0-2.131","333","02/20/2024","","sabotage","easy-hard","2","9","132","[0.4,0.8,0.2]","2","1","51","","false","7650","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","416","265668","0.0-9.0-0.132","","","","","","","","","","","","","","","","",""
"280","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","417","265951","0.0-9.0-1.132","","","","","","","","","","","","","","","","",""
"280","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","418","266954","0.0-9.0-2.132","333","02/20/2024","","sabotage","easy-hard","2","9","133","[0.4,0.8,0.2]","3","1","51","","false","7750","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","419","267456","0.0-9.0-0.133","","","","","","","","","","","","","","","","",""
"246","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","420","267703","0.0-9.0-1.133","","","","","","","","","","","","","","","","",""
"246","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","421","268706","0.0-9.0-2.133","333","02/20/2024","","sabotage","easy-hard","2","9","134","[0.4,0.8,0.2]","4","1","51","","false","7850","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","422","269208","0.0-9.0-0.134","","","","","","","","","","","","","","","","",""
"258","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","423","269468","0.0-9.0-1.134","","","","","","","","","","","","","","","","",""
"258","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","424","270472","0.0-9.0-2.134","333","02/20/2024","","sabotage","easy-hard","2","9","135","[0.4,0.8,0.2]","5","1","51","","false","7800","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","425","270973","0.0-9.0-0.135","","","","","","","","","","","","","","","","",""
"201","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","426","271177","0.0-9.0-1.135","","","","","","","","","","","","","","","","",""
"201","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","427","272180","0.0-9.0-2.135","333","02/20/2024","","sabotage","easy-hard","2","9","136","[0.4,0.8,0.2]","5","2","50","","false","7750","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","428","272682","0.0-9.0-0.136","","","","","","","","","","","","","","","","",""
